iter	MultiClass
454	0.729147412
455	0.7289338657
456	0.7286488759
457	0.7284180374
458	0.728192619
459	0.7279456368
460	0.7277469682
461	0.7274699988
462	0.7271739761
463	0.7269533303
464	0.7266416937
465	0.7264054092
466	0.7261722221
467	0.7259152377
468	0.7256601209
469	0.7253350628
470	0.7250352043
471	0.7248113686
472	0.7245176513
473	0.7243330211
474	0.7241428211
475	0.7239129745
476	0.7236978678
477	0.7234946337
478	0.723195426
479	0.7229222961
480	0.7227391897
481	0.7225336395
482	0.7222425681
483	0.7220467696
484	0.7218684316
485	0.7216941957
486	0.7214495781
487	0.7212511194
488	0.7210539137
489	0.720809064
490	0.7205702396
491	0.7203093489
492	0.7200787696
493	0.7198303806
494	0.7195928857
495	0.7193375401
496	0.7191490456
497	0.7189161181
498	0.7187489456
499	0.7185235545
500	0.7183034663
501	0.7181409478
502	0.717942377
503	0.7177200711
504	0.7175617773
505	0.7173690394
506	0.7171543938
507	0.7169076656
508	0.716740778
509	0.7165936259
510	0.7164073779
511	0.7162015355
512	0.7159822452
513	0.7158008179
514	0.715628484
515	0.715420969
516	0.715247498
517	0.7150152979
518	0.7148406348
519	0.7145983658
520	0.7144746489
521	0.7141918246
522	0.7140439331
523	0.713817498
524	0.7136742486
525	0.7135552882
526	0.7133858201
527	0.7131865893
528	0.713013132
529	0.7128122892
530	0.712654082
531	0.7125089348
532	0.7123136077
533	0.7120995204
534	0.7118867957
535	0.7116468651
536	0.7114362218
537	0.7112965031
538	0.7111135932
539	0.7109269281
540	0.7107657307
541	0.710586303
542	0.7103800776
543	0.7101828691
544	0.7099568269
545	0.7097439712
546	0.7095791265
547	0.7093744741
548	0.7091961891
549	0.7089398031
550	0.7087968468
551	0.7086265514
552	0.7084533862
553	0.7082757532
554	0.7080969591
555	0.7079587535
556	0.7078133651
557	0.7076220487
558	0.7074870987
559	0.7073519444
560	0.7071730558
561	0.7070337979
562	0.706908855
563	0.706713112
564	0.7065332394
565	0.7063609821
566	0.7061646695
567	0.7060390308
568	0.7058272573
569	0.7056043769
570	0.7054803493
571	0.7052763966
572	0.7050721199
573	0.7049014416
574	0.7047023076
575	0.7045368794
576	0.7043867956
577	0.704271541
578	0.7041205577
579	0.7040081981
580	0.703847742
581	0.7037255553
582	0.7036325805
583	0.7034687408
584	0.7033520911
585	0.7031890705
586	0.703007107
587	0.7028972559
588	0.7027635804
589	0.7026111617
590	0.7024933359
591	0.7023182324
592	0.7021478018
593	0.7019613991
594	0.7018079433
595	0.7016919941
596	0.7015804393
597	0.7014108457
598	0.7012945867
599	0.7011330842
600	0.7010278133
601	0.7008152861
602	0.7006889092
603	0.7005589742
604	0.7004208059
605	0.700290166
606	0.7001500399
607	0.6999821101
608	0.6997797515
609	0.6996488433
610	0.6995184363
611	0.6993566566
612	0.6992303619
613	0.6990924867
614	0.6989582392
615	0.6988365434
616	0.6986755193
617	0.6985492886
618	0.6984352831
619	0.6983389985
620	0.6982424284
621	0.698071874
622	0.6979065857
623	0.6977730176
624	0.6976447289
625	0.6975039578
626	0.6974006906
627	0.6973233112
628	0.697225285
629	0.6971238974
630	0.6970161166
631	0.6968906961
632	0.696742609
633	0.6966238279
634	0.696425302
635	0.6962771025
636	0.6961414531
637	0.6960475725
638	0.695903294
639	0.6958083244
640	0.6957174231
641	0.6955730398
642	0.695471816
643	0.6953677764
644	0.6952815405
645	0.6951463827
646	0.6950585732
647	0.6949477158
648	0.6948536207
649	0.6947674614
650	0.6946472535
651	0.6945538083
652	0.6944139178
653	0.6943037497
654	0.6941335146
655	0.6939599599
656	0.69387152
657	0.6937836227
658	0.6936379653
659	0.6935713015
660	0.6934741671
661	0.6933590651
662	0.6932451844
663	0.6931109215
664	0.6929841109
665	0.6929051478
666	0.6928205733
667	0.6926964578
668	0.6925718874
669	0.6924237147
670	0.692313432
671	0.6922295869
672	0.6921306255
673	0.6919935904
674	0.6918669347
675	0.691763593
676	0.6916531149
677	0.6915423617
678	0.6914808308
679	0.6913448425
680	0.691214443
681	0.6910712616
682	0.6909977508
683	0.690856028
684	0.6907703197
685	0.6906572407
686	0.6905662511
687	0.6904392683
688	0.6903113413
689	0.6901890152
690	0.6900884904
691	0.6900173137
692	0.6898674465
693	0.6897581559
694	0.6896842087
695	0.6895049996
696	0.6894471459
697	0.6893315687
698	0.68915926
699	0.6890852134
700	0.6890125925
701	0.6888589986
702	0.6887232324
703	0.6885793195
704	0.6884917862
705	0.6883886631
706	0.6883166304
707	0.6882460593
708	0.6881761942
709	0.6880921103
710	0.6880237901
711	0.6879568892
712	0.6878851189
713	0.6878181419
714	0.6876952071
715	0.6876305851
716	0.687508918
717	0.6873778673
718	0.6872563888
719	0.6871909204
720	0.6870914189
721	0.6869846724
722	0.6869217944
723	0.6867991689
724	0.6866933955
725	0.6865599714
726	0.6864933969
727	0.6864424314
728	0.6863297634
729	0.6862410819
730	0.6861741982
731	0.6860877201
732	0.6860254361
733	0.6859618121
734	0.6858595446
735	0.6857841004
736	0.6856664952
737	0.6855771647
738	0.6854566314
739	0.6853587896
740	0.6852953735
741	0.6852469758
742	0.6851851381
743	0.6851169584
744	0.6850331108
745	0.6849864197
746	0.6848421958
747	0.6846949492
748	0.6846489074
749	0.6845916421
750	0.6844623138
751	0.6843582437
752	0.6842686922
753	0.684176893
754	0.6840831359
755	0.683996678
756	0.6838857433
757	0.6838291271
758	0.6836924119
759	0.6836329352
760	0.6835716097
761	0.6834942092
762	0.6834163693
763	0.6833531395
764	0.6832643252
765	0.6832079844
766	0.6830979613
767	0.6830383752
768	0.6829521041
769	0.6828567496
770	0.6827478093
771	0.6826866047
772	0.6826444705
773	0.6825093046
774	0.6824108368
775	0.6823386152
776	0.6822844891
777	0.6822248378
778	0.682171252
779	0.6820805038
780	0.6820109551
781	0.68194348
782	0.6818618401
783	0.6817859891
784	0.6817297605
785	0.6816602631
786	0.6815794576
787	0.6815245447
788	0.6814539645
789	0.6813555172
790	0.681259265
791	0.6811648432
792	0.6810884071
793	0.6809875916
794	0.6809374226
795	0.6808777277
796	0.6808242839
797	0.6807566259
798	0.6806896638
799	0.6806059879
800	0.6805537639
801	0.6805051968
802	0.6804513171
803	0.6803753792
804	0.680320126
805	0.6802260755
806	0.680148824
807	0.6800643851
808	0.6800110609
809	0.6799482146
810	0.6799109636
811	0.6797919455
812	0.6797407105
813	0.6796788535
814	0.6796271131
815	0.6795781207
816	0.6794922942
817	0.6794106557
818	0.6793523084
819	0.679305347
820	0.6791847737
821	0.6791082555
822	0.6790505282
823	0.6789417579
824	0.6788462974
825	0.6787991332
826	0.6787403926
827	0.6787048702
828	0.678641276
829	0.6785584178
830	0.6784798479
831	0.6784340387
832	0.6783240417
833	0.678214225
834	0.6781659321
835	0.6781050528
836	0.6780256615
837	0.6779322323
838	0.677870757
839	0.6778104934
840	0.6777342541
841	0.677689083
842	0.6775761399
843	0.67749022
844	0.6774171361
845	0.6773302646
846	0.6772531483
847	0.6771997851
848	0.6771184533
849	0.6770298238
850	0.6769960398
851	0.6769278626
852	0.6768721562
853	0.6768261458
854	0.6767796582
855	0.6767106238
856	0.6766617594
857	0.6765869391
858	0.6765545474
859	0.6764911051
860	0.6764322682
861	0.6763456993
862	0.6762466166
863	0.6761961846
864	0.676113687
865	0.676057667
866	0.6760141118
867	0.6759726606
868	0.6759006773
869	0.6758335581
870	0.6757584076
871	0.6756928824
872	0.675651576
873	0.6755720561
874	0.6755154308
875	0.6754187356
876	0.6753459702
877	0.6753011133
878	0.6752185335
879	0.6751436489
880	0.6751008335
881	0.6750571017
882	0.6750081316
883	0.6749201596
884	0.6748418399
885	0.6747700985
886	0.6747084756
887	0.6746269527
888	0.6745863651
889	0.6745199141
890	0.6744170681
891	0.6743586764
892	0.6743182186
893	0.6742694622
894	0.6741904626
895	0.6741433954
896	0.6741137333
897	0.6740307166
898	0.6739869491
899	0.6739482857
900	0.6738712393
901	0.6738092494
902	0.6737340467
903	0.6736529462
904	0.6735921269
905	0.6735524582
906	0.6735115396
907	0.6734552248
908	0.6734170258
909	0.6733223872
910	0.6732437003
911	0.6731854274
912	0.6731269793
913	0.6730861969
914	0.6730493336
915	0.6729797753
916	0.6728945264
917	0.6727894146
918	0.6727184644
919	0.6726694059
920	0.6726073592
921	0.672558582
922	0.6725031763
923	0.6724324861
924	0.6723704856
925	0.672333605
926	0.6722906114
927	0.6722459774
928	0.6721978522
929	0.6721578409
930	0.6721107228
931	0.6720755706
932	0.6720400101
933	0.6719723362
934	0.6719373383
935	0.6718999837
936	0.6718737445
937	0.6718085964
938	0.6717551208
939	0.671685682
940	0.6716339177
941	0.671597308
942	0.6715036258
943	0.67142948
944	0.6713538996
945	0.6713167349
946	0.6712589186
947	0.6711971336
948	0.6711110431
949	0.6710856732
950	0.67104941
951	0.670946457
952	0.6708866993
953	0.6708618306
954	0.670826385
955	0.6707506825
956	0.6706857567
957	0.6706527981
958	0.6705999933
959	0.6705757993
960	0.6705065679
961	0.6704472703
962	0.6703982359
963	0.6703311358
964	0.6703074097
965	0.6702629446
966	0.6701530735
967	0.670121151
968	0.6700827034
969	0.6699994238
970	0.6699376533
971	0.6698569355
972	0.6697589363
973	0.6697150588
974	0.6696645603
975	0.6696171205
976	0.669576585
977	0.6695104801
978	0.6694514907
979	0.6693959882
980	0.669358383
981	0.6693161442
982	0.6692719589
983	0.6691802026
984	0.6691144276
985	0.6690828877
986	0.6690479194
987	0.6690062486
988	0.6689388406
989	0.6688784324
990	0.6688361176
991	0.6688136248
992	0.6687914951
993	0.6687591629
994	0.6686883553
995	0.6686224949
996	0.6685835152
997	0.6685263411
998	0.6684737654
999	0.6684125983
096452
